tiempo,rank,max
1.46146,1,2.33229
0.646428,1,0
1.52054,1,0
2.13357,1,0
1.76181,1,0
0.514281,1,0
0.626283,1,0
1.21737,1,0
0.659128,1,0
1.38252,1,0
1.06507,1,0
1.43752,1,0
0.581517,1,0
1.01451,1,0
1.72953,1,0
0.849874,1,0
2.22739,1,0
1.25479,1,0
1.01961,1,0
1.7456,1,0
0.80315,1,0
1.48968,1,0
1.07715,1,0
2.39218,1,0
2.26057,1,0
1.03791,1,0
1015,1,0
2.28543,1,0
1.40761,1,0
0.899607,1,0
2.02046,1,0
2.36894,1,0
1.04592,1,0
0.557246,1,0
1.51874,1,0
2.30763,1,0
0.571409,1,0
1.64496,1,0
0.541252,1,0
0.730441,1,0
2.5437,1,0
1.10623,1,0
1.68422,1,0
2.6251,1,0
1637,1,0
2.93003,1,0
2.97491,1,0
0.864282,1,0
1.18468,1,0
1.01074,1,0
2.12612,1,0
1.50409,1,0
2.01668,1,0
2.71951,1,0
0.896206,1,0
1.27714,1,0
0.757338,1,0
1.42744,1,0
0.57884,1,0
1.66485,1,0
1.82693,1,0
2.09921,1,0
1.05005,1,0
2.37277,1,0
2.1727,1,0
2.06868,1,0
1.68029,1,0
2.24401,1,0
0.729865,1,0
1.73778,1,0
2.4907,1,0
2.77345,1,0
2.36026,1,0
1.19117,1,0
2.39846,1,0
0.997153,1,0
1.13742,1,0
2.38961,1,0
1.37768,1,0
1822,1,0
2.91662,1,0
0.52005,1,0
2.82598,1,0
1.9332,1,0
2.73946,1,0
0.738436,1,0
2.72658,1,0
0.513049,1,0
1.68209,1,0
2.80533,1,0
1.69416,1,0
0.508944,1,0
1.92077,1,0
2.2441,1,0
2.39795,1,0
1.09339,1,0
1.32904,1,0
1.07812,1,0
2.85365,1,0
1.5588,1,0
