tiempo,rank,max
1.91974,1,0.731386
1.1139,1,0
1.80803,1,0
1.84083,1,0
2.03589,1,0
2.97264,1,0
1.34785,1,0
2.85682,1,0
2.22337,1,0
1.89455,1,0
0.988215,1,0
1.60959,1,0
1.93179,1,0
1.02566,1,0
1.67003,1,0
2.80064,1,0
1.22208,1,0
0.794247,1,0
0.636484,1,0
0.553412,1,0
1.32939,1,0
0.946819,1,0
2.94916,1,0
1.74904,1,0
2.26299,1,0
2.81006,1,0
2.19302,1,0
2.91695,1,0
1.7261,1,0
0.554957,1,0
2.97093,1,0
0.662082,1,0
1.16876,1,0
1.77886,1,0
2.00279,1,0
2.70454,1,0
1.76773,1,0
2.86691,1,0
2.57762,1,0
0.990999,1,0
1.76135,1,0
0.582088,1,0
2.11685,1,0
0.709393,1,0
1124,1,0
0.786749,1,0
0.509933,1,0
1.84598,1,0
1.08094,1,0
0.646313,1,0
1.91563,1,0
1.91023,1,0
1.10937,1,0
1.86469,1,0
0.67553,1,0
2.87226,1,0
1.69099,1,0
2.3848,1,0
2.80545,1,0
2.93334,1,0
2.43965,1,0
2.79264,1,0
0.595315,1,0
0.62466,1,0
1.58773,1,0
2.11434,1,0
2.84544,1,0
2.85538,1,0
1.98116,1,0
2.43931,1,0
0.862608,1,0
0.758746,1,0
2.52132,1,0
2.47935,1,0
0.96805,1,0
0.645195,1,0
2.7824,1,0
0.977856,1,0
1.99106,1,0
0.879561,1,0
1.14045,1,0
0.906596,1,0
2.28969,1,0
1.74969,1,0
2.28753,1,0
2.48148,1,0
1.6382,1,0
0.978414,1,0
1.8662,1,0
1.45993,1,0
0.928022,1,0
1.32208,1,0
1.25247,1,0
1.02321,1,0
1.44666,1,0
2.3401,1,0
2.63747,1,0
1.29202,1,0
2.21174,1,0
1.63489,1,0
