tiempo,rank,max
2.95078,1,2.1094
0.78079,1,0
1.10792,1,0
1.42362,1,0
1.72989,1,0
2.21759,1,0
1.72829,1,0
2.50047,1,0
1.38541,1,0
1.91774,1,0
2.90951,1,0
2.05089,1,0
1.65206,1,0
2.68502,1,0
1.69112,1,0
0.775177,1,0
2.82301,1,0
0.836144,1,0
2.01037,1,0
1.46328,1,0
1.59439,1,0
1.01687,1,0
1.10034,1,0
0.653622,1,0
1.73765,1,0
2.95326,1,0
2.38801,1,0
2.57279,1,0
1.3834,1,0
2.58302,1,0
1.2874,1,0
1.33405,1,0
2.86373,1,0
1.91157,1,0
2.25758,1,0
1.59352,1,0
1.12904,1,0
0.985738,1,0
1.11023,1,0
2.03068,1,0
2.41971,1,0
1.02043,1,0
1.08149,1,0
1.0717,1,0
0.704568,1,0
2.28889,1,0
1.34679,1,0
0.527477,1,0
2.64129,1,0
2.87339,1,0
1.49068,1,0
1.23555,1,0
0.890176,1,0
2.10726,1,0
1.40546,1,0
2.14403,1,0
2.06042,1,0
0.809707,1,0
1.73307,1,0
2.94369,1,0
2.89263,1,0
2.52038,1,0
1.29402,1,0
2.75624,1,0
1.43184,1,0
0.551445,1,0
1.34965,1,0
2.07713,1,0
1.05344,1,0
1.95981,1,0
1.10773,1,0
2.98942,1,0
2.49569,1,0
1.70549,1,0
1.06104,1,0
2.70016,1,0
0.994264,1,0
1.92406,1,0
2.7439,1,0
0.63548,1,0
1.79739,1,0
1.23447,1,0
1.38727,1,0
2.2038,1,0
2.85798,1,0
2309,1,0
1.36411,1,0
1.93465,1,0
2.6186,1,0
2.5971,1,0
1.89464,1,0
2.51114,1,0
2.1174,1,0
2.68852,1,0
2.28364,1,0
0.565503,1,0
2.73987,1,0
0.633187,1,0
2.14255,1,0
0.809595,1,0
