tiempo,rank,max
0.787217,1,2.10126
2.36934,1,0
2.66672,1,0
2.79563,1,0
1.7177,1,0
2.45837,1,0
1.41878,1,0
1.21525,1,0
2.42986,1,0
2.49297,1,0
2.88617,1,0
2.95737,1,0
2.95627,1,0
0.559208,1,0
1.86849,1,0
2.72831,1,0
0.904467,1,0
0.736097,1,0
0.863967,1,0
1.75512,1,0
2.30415,1,0
2.33962,1,0
1.66666,1,0
2.08462,1,0
0.526343,1,0
2.70815,1,0
2.05954,1,0
0.969918,1,0
1.06929,1,0
0.581983,1,0
1.68491,1,0
1.37275,1,0
2.45121,1,0
1.36788,1,0
1.16825,1,0
1.18518,1,0
0.842502,1,0
2.08693,1,0
1.90034,1,0
2.77224,1,0
1.57979,1,0
1.80274,1,0
2.74589,1,0
1.55231,1,0
1.87817,1,0
1.61427,1,0
1.2805,1,0
2.28257,1,0
1.85027,1,0
1.66071,1,0
1.05395,1,0
1.17068,1,0
1.00025,1,0
2.22051,1,0
2.7552,1,0
1.02649,1,0
1.9449,1,0
1.83099,1,0
1.51268,1,0
2.53045,1,0
1.91286,1,0
2.71383,1,0
0.903077,1,0
1.38033,1,0
1.08162,1,0
1.5876,1,0
2.06542,1,0
1.44037,1,0
0.690781,1,0
0.981999,1,0
1.21253,1,0
1.77048,1,0
2.28463,1,0
0.958311,1,0
2.82268,1,0
1.1627,1,0
2.08884,1,0
1.11944,1,0
2.96151,1,0
0.955354,1,0
2.28007,1,0
1.01534,1,0
1.62595,1,0
2.79655,1,0
2.7521,1,0
1.39737,1,0
0.839289,1,0
1.6969,1,0
2.72826,1,0
1.85185,1,0
1.24363,1,0
1.65738,1,0
1.56558,1,0
1.66297,1,0
2.53761,1,0
2.16345,1,0
2.75047,1,0
1.61927,1,0
0.603722,1,0
2.94115,1,0
